driver_id,archetype,driver_age,vehicle_value,annual_mileage,hard_braking_per_100mi,rapid_accel_per_100mi,speeding_pct,phone_distraction_min_hr,harsh_cornering_per_100mi,night_driving_pct,driving_score,risk_tier,traditional_premium,dynamic_ubi_premium,annual_savings,discount_pct,has_claim,claim_amount
DRV-1441,Safe Commuter,62,30421.0,13743.0,0.43,0.69,4.1,1.4,0.81,6.4,97.5,Elite Safe (Top 15%),1363.27,1036.56,326.71,24.0,0,0.0
DRV-1442,Low-Mileage Weekend Driver,49,36371.0,4032.0,1.06,0.76,2.1,2.5,1.12,6.6,95.4,Elite Safe (Top 15%),1531.13,1031.45,499.68,32.6,0,0.0
DRV-1443,Safe Commuter,29,43564.0,10796.0,1.06,0.83,2.8,1.2,0.77,3.9,99.4,Elite Safe (Top 15%),1721.68,1201.14,520.54,30.2,0,0.0
DRV-1444,Safe Commuter,40,24085.0,10131.0,0.75,1.27,4.2,1.7,0.38,5.4,96.8,Elite Safe (Top 15%),1171.27,824.64,346.63,29.6,0,0.0
DRV-1445,Safe Commuter,56,40060.0,13336.0,0.84,0.69,2.6,0.6,0.52,2.2,100.0,Elite Safe (Top 15%),1630.36,1198.05,432.31,26.5,0,0.0
DRV-1446,Safe Commuter,62,47875.0,11626.0,1.26,1.11,2.8,0.9,0.86,2.2,98.6,Elite Safe (Top 15%),1830.59,1312.33,518.26,28.3,0,0.0
DRV-1447,Low-Mileage Weekend Driver,34,42829.0,5452.0,1.52,1.36,2.2,1.3,0.9,4.8,96.2,Elite Safe (Top 15%),1702.75,1144.99,557.76,32.8,0,0.0
DRV-1448,Low-Mileage Weekend Driver,35,35563.0,5915.0,2.07,1.16,4.6,1.0,1.0,4.1,93.8,Elite Safe (Top 15%),1508.93,1035.53,473.4,31.4,0,0.0
DRV-1449,Low-Mileage Weekend Driver,57,25502.0,4947.0,1.43,0.81,4.4,2.0,0.7,5.7,94.8,Elite Safe (Top 15%),1215.61,819.14,396.47,32.6,0,0.0
DRV-1450,Aggressive Speedster,31,39806.0,15312.0,7.43,4.32,38.2,7.8,4.03,27.0,30.8,High Risk (Non-Standard),1623.63,2138.8,-515.17,-31.7,0,0.0
DRV-1451,Night Shift Worker,34,44065.0,12893.0,1.81,1.92,8.6,2.6,1.79,39.5,78.1,Low Risk (Preferred),1734.53,1541.24,193.29,11.1,0,0.0
DRV-1452,Distracted Urbanite,34,18106.0,11540.0,5.91,4.71,10.9,8.4,4.75,17.6,41.0,High Risk (Non-Standard),972.98,1089.0,-116.02,-11.9,0,0.0
DRV-1453,Safe Commuter,59,30305.0,13277.0,0.9,0.41,4.1,0.6,0.67,4.4,99.0,Elite Safe (Top 15%),1359.89,1008.11,351.78,25.9,0,0.0
DRV-1454,Night Shift Worker,39,28471.0,15411.0,1.64,1.75,8.1,1.9,1.22,36.7,81.8,Low Risk (Preferred),1305.82,1193.19,112.63,8.6,0,0.0
DRV-1455,Safe Commuter,47,38995.0,10656.0,0.4,0.5,4.5,0.5,0.43,5.3,98.4,Elite Safe (Top 15%),1602.05,1124.88,477.17,29.8,0,0.0
DRV-1456,Night Shift Worker,53,40753.0,14747.0,1.78,1.04,7.8,2.1,2.08,59.6,80.9,Low Risk (Preferred),1648.63,1495.25,153.38,9.3,0,0.0
DRV-1457,Safe Commuter,58,21279.0,9673.0,1.06,0.65,2.8,1.0,0.76,5.1,99.3,Elite Safe (Top 15%),1080.66,738.61,342.05,31.7,0,0.0
DRV-1458,Night Shift Worker,29,33762.0,13418.0,2.3,2.12,8.9,2.1,1.73,44.5,76.5,Low Risk (Preferred),1458.81,1330.34,128.47,8.8,0,0.0
DRV-1459,Low-Mileage Weekend Driver,40,26715.0,5650.0,1.49,1.48,4.0,2.2,1.38,4.4,92.9,Elite Safe (Top 15%),1252.88,861.44,391.44,31.2,0,0.0
DRV-1460,Safe Commuter,57,34812.0,12127.0,0.43,1.16,3.8,1.8,0.53,3.7,97.6,Elite Safe (Top 15%),1488.14,1089.86,398.28,26.8,0,0.0
DRV-1461,Safe Commuter,40,27998.0,12450.0,0.58,0.46,2.1,1.1,0.81,2.6,99.8,Elite Safe (Top 15%),1291.67,932.44,359.23,27.8,0,0.0
DRV-1462,Night Shift Worker,25,22073.0,15160.0,1.51,2.0,8.6,2.5,1.57,36.1,79.7,Low Risk (Preferred),1106.7,1023.86,82.84,7.5,0,0.0
DRV-1463,Low-Mileage Weekend Driver,66,38346.0,6636.0,1.45,1.58,5.7,0.9,1.02,6.4,93.7,Elite Safe (Top 15%),1584.67,1098.35,486.32,30.7,0,0.0
DRV-1464,Safe Commuter,49,36795.0,12998.0,1.28,0.72,4.4,0.6,0.22,6.9,96.8,Elite Safe (Top 15%),1542.71,1161.57,381.14,24.7,0,0.0
DRV-1465,Night Shift Worker,48,20604.0,11937.0,1.39,1.94,5.5,3.2,1.85,43.1,80.7,Low Risk (Preferred),1058.25,898.78,159.47,15.1,0,0.0
DRV-1466,Low-Mileage Weekend Driver,51,18748.0,4256.0,1.22,0.73,5.1,2.1,1.41,5.7,93.8,Elite Safe (Top 15%),995.27,673.22,322.05,32.4,0,0.0
DRV-1467,Low-Mileage Weekend Driver,44,47468.0,4690.0,1.48,1.65,3.2,1.4,1.27,3.6,95.0,Elite Safe (Top 15%),1820.46,1221.32,599.14,32.9,0,0.0
DRV-1468,Aggressive Speedster,22,35829.0,19797.0,6.34,6.5,34.0,4.0,6.32,26.7,34.5,High Risk (Non-Standard),2046.95,2935.71,-888.76,-43.4,1,3441.8
DRV-1469,Safe Commuter,61,26597.0,12831.0,1.12,0.42,3.7,1.2,0.37,3.0,98.6,Elite Safe (Top 15%),1249.28,920.59,328.69,26.3,0,0.0
DRV-1470,Distracted Urbanite,24,34481.0,11363.0,4.02,2.76,17.6,11.5,2.76,13.4,47.4,Elevated Risk (Substandard),1996.55,2134.66,-138.11,-6.9,0,0.0
DRV-1471,Aggressive Speedster,31,32122.0,16266.0,5.48,4.25,36.1,6.0,5.0,17.2,37.5,High Risk (Non-Standard),1412.35,1828.17,-415.82,-29.4,0,0.0
DRV-1472,Safe Commuter,31,28669.0,9431.0,0.73,1.03,4.1,1.2,0.75,4.2,98.7,Elite Safe (Top 15%),1311.71,900.02,411.69,31.4,0,0.0
DRV-1473,Safe Commuter,62,20918.0,9393.0,1.32,1.09,3.0,0.3,0.84,5.5,97.9,Elite Safe (Top 15%),1068.71,738.43,330.28,30.9,0,0.0
DRV-1474,Night Shift Worker,53,45518.0,13353.0,2.72,1.17,8.5,2.0,1.44,40.5,77.7,Low Risk (Preferred),1771.49,1597.07,174.42,9.8,0,0.0
DRV-1475,Aggressive Speedster,24,36133.0,17626.0,4.62,5.66,30.1,6.8,4.26,28.1,36.4,High Risk (Non-Standard),2058.22,2772.73,-714.51,-34.7,1,1256.22
DRV-1476,Distracted Urbanite,24,34438.0,11629.0,5.64,4.32,13.3,10.2,3.53,14.2,41.5,High Risk (Non-Standard),1994.93,2231.3,-236.37,-11.8,0,0.0
DRV-1477,Low-Mileage Weekend Driver,53,23193.0,4229.0,1.77,1.12,5.9,1.8,0.84,7.2,91.8,Elite Safe (Top 15%),1142.88,781.21,361.67,31.6,0,0.0
DRV-1478,Distracted Urbanite,36,35948.0,10572.0,5.47,3.25,9.0,10.6,3.27,12.1,48.0,Elevated Risk (Substandard),1519.53,1583.13,-63.6,-4.2,0,0.0
DRV-1479,Night Shift Worker,48,42295.0,12637.0,2.23,1.07,5.1,1.8,1.7,57.6,82.2,Low Risk (Preferred),1688.92,1440.88,248.04,14.7,0,0.0
DRV-1480,Night Shift Worker,52,45396.0,13656.0,1.82,1.69,5.0,2.9,1.38,52.1,81.3,Low Risk (Preferred),1768.4,1557.99,210.41,11.9,0,0.0
DRV-1481,Aggressive Speedster,25,43575.0,19742.0,8.16,7.47,35.4,7.7,5.18,29.4,27.8,High Risk (Non-Standard),1721.97,2571.07,-849.1,-49.3,1,10516.28
DRV-1482,Aggressive Speedster,19,29828.0,19627.0,7.78,5.26,41.8,9.2,4.44,26.9,26.2,High Risk (Non-Standard),2220.8,3339.21,-1118.41,-50.4,0,0.0
DRV-1483,Low-Mileage Weekend Driver,56,30517.0,5023.0,1.1,0.81,2.6,1.7,1.34,5.2,96.8,Elite Safe (Top 15%),1366.07,910.84,455.23,33.3,0,0.0
DRV-1484,Aggressive Speedster,21,20540.0,15074.0,4.79,4.05,38.6,6.9,4.98,31.8,36.1,High Risk (Non-Standard),1425.75,1807.1,-381.35,-26.7,0,0.0
DRV-1485,Low-Mileage Weekend Driver,61,29541.0,6628.0,1.77,1.72,4.5,1.6,0.92,7.9,91.6,Elite Safe (Top 15%),1337.51,940.28,397.23,29.7,0,0.0
DRV-1486,Low-Mileage Weekend Driver,32,47347.0,5523.0,1.99,0.88,4.0,1.5,1.05,5.2,93.5,Elite Safe (Top 15%),1817.44,1243.11,574.33,31.6,0,0.0
DRV-1487,Distracted Urbanite,24,26383.0,12901.0,6.67,2.68,15.3,11.2,4.65,15.5,37.4,High Risk (Non-Standard),1677.7,1992.93,-315.23,-18.8,0,0.0
DRV-1488,Low-Mileage Weekend Driver,37,36391.0,4358.0,1.68,1.4,4.7,2.0,1.04,6.5,92.0,Elite Safe (Top 15%),1531.67,1043.75,487.92,31.9,0,0.0
DRV-1489,Low-Mileage Weekend Driver,32,26676.0,5141.0,1.52,1.16,4.9,1.5,1.46,7.8,92.6,Elite Safe (Top 15%),1251.7,856.11,395.59,31.6,0,0.0
DRV-1490,Aggressive Speedster,30,26753.0,16433.0,7.64,4.91,36.5,7.5,5.35,26.2,28.4,High Risk (Non-Standard),1254.04,1723.88,-469.84,-37.5,0,0.0
DRV-1491,Safe Commuter,59,18426.0,9413.0,0.86,1.17,2.0,0.4,0.42,6.3,98.8,Elite Safe (Top 15%),984.13,674.55,309.58,31.5,0,0.0
DRV-1492,Safe Commuter,37,18993.0,12296.0,0.71,0.56,3.7,0.6,0.34,4.6,99.3,Elite Safe (Top 15%),1003.7,725.65,278.05,27.7,0,0.0
DRV-1493,Aggressive Speedster,28,37127.0,21472.0,5.12,5.74,44.9,8.6,4.44,22.5,31.7,High Risk (Non-Standard),1551.74,2351.53,-799.79,-51.5,0,0.0
DRV-1494,Distracted Urbanite,32,46448.0,10272.0,4.37,4.38,8.5,10.7,3.69,12.8,49.3,Elevated Risk (Substandard),1794.94,1838.7,-43.76,-2.4,0,0.0
DRV-1495,Safe Commuter,52,46853.0,11373.0,0.46,1.18,1.0,1.7,0.56,5.4,97.8,Elite Safe (Top 15%),1805.09,1296.54,508.55,28.2,0,0.0
DRV-1496,Safe Commuter,62,20948.0,12187.0,1.35,0.79,4.2,1.6,0.47,3.3,96.6,Elite Safe (Top 15%),1069.7,792.16,277.54,25.9,0,0.0
DRV-1497,Low-Mileage Weekend Driver,47,38184.0,6070.0,1.62,0.83,3.3,2.0,0.68,6.3,94.6,Elite Safe (Top 15%),1580.31,1081.16,499.15,31.6,0,0.0
DRV-1498,Safe Commuter,34,19706.0,11626.0,1.05,0.72,3.5,0.6,0.23,5.1,99.0,Elite Safe (Top 15%),1028.04,734.1,293.94,28.6,0,0.0
DRV-1499,Aggressive Speedster,22,44997.0,21604.0,7.05,6.48,24.8,9.1,4.15,26.2,27.0,High Risk (Non-Standard),2373.69,3713.85,-1340.16,-56.5,0,0.0
DRV-1500,Aggressive Speedster,20,30810.0,19565.0,5.51,5.63,43.5,7.8,6.29,19.7,31.6,High Risk (Non-Standard),2268.06,3294.96,-1026.9,-45.3,0,0.0
DRV-1501,Distracted Urbanite,31,42384.0,11287.0,6.08,3.14,8.6,10.1,4.99,10.6,44.6,High Risk (Non-Standard),1691.23,1837.33,-146.1,-8.6,0,0.0
DRV-1502,Safe Commuter,40,45378.0,12052.0,0.5,0.84,1.5,1.4,0.37,5.2,98.8,Elite Safe (Top 15%),1767.95,1277.41,490.54,27.7,0,0.0
DRV-1503,Safe Commuter,32,19135.0,9352.0,1.1,1.1,1.1,1.0,0.72,2.0,99.4,Elite Safe (Top 15%),1008.58,687.16,321.42,31.9,0,0.0
DRV-1504,Safe Commuter,49,41428.0,13523.0,0.93,0.86,4.3,1.0,0.55,6.2,98.2,Elite Safe (Top 15%),1666.33,1252.05,414.28,24.9,0,0.0
DRV-1505,Low-Mileage Weekend Driver,32,27085.0,4845.0,1.76,1.54,2.5,1.7,1.49,5.0,92.9,Elite Safe (Top 15%),1264.14,859.62,404.52,32.0,0,0.0
DRV-1506,Aggressive Speedster,29,23299.0,14725.0,6.64,7.36,23.9,6.8,5.87,26.0,30.3,High Risk (Non-Standard),1146.28,1491.89,-345.61,-30.2,1,2836.05
DRV-1507,Safe Commuter,52,23793.0,13482.0,0.99,0.72,1.3,1.2,0.79,2.7,99.6,Elite Safe (Top 15%),1162.02,860.13,301.89,26.0,0,0.0
DRV-1508,Night Shift Worker,55,18493.0,12944.0,2.47,1.77,6.5,3.4,1.97,64.0,75.4,Low Risk (Preferred),986.45,897.22,89.23,9.0,0,0.0
DRV-1509,Safe Commuter,30,40232.0,11028.0,0.53,0.99,2.8,1.7,0.9,4.7,98.3,Elite Safe (Top 15%),1634.9,1159.19,475.71,29.1,0,0.0
DRV-1510,Safe Commuter,37,36980.0,11444.0,0.32,1.22,3.2,0.6,0.72,2.1,99.4,Elite Safe (Top 15%),1547.74,1096.24,451.5,29.2,0,0.0
DRV-1511,Distracted Urbanite,24,24617.0,12281.0,4.06,3.86,16.2,7.9,3.74,16.0,49.7,Elevated Risk (Substandard),1603.82,1731.5,-127.68,-8.0,0,0.0
DRV-1512,Low-Mileage Weekend Driver,57,35793.0,4635.0,2.17,1.29,2.5,2.2,1.29,7.6,90.3,Elite Safe (Top 15%),1515.27,1041.51,473.76,31.3,0,0.0
DRV-1513,Safe Commuter,37,41732.0,12788.0,0.48,0.73,1.6,0.6,0.67,2.7,100.0,Elite Safe (Top 15%),1674.27,1215.4,458.87,27.4,0,0.0
DRV-1514,Low-Mileage Weekend Driver,42,30487.0,3555.0,1.48,0.61,2.7,1.0,1.15,8.3,95.8,Elite Safe (Top 15%),1365.2,926.46,438.74,32.1,0,0.0
DRV-1515,Distracted Urbanite,25,23400.0,11031.0,5.61,3.7,12.1,14.5,4.03,8.4,41.7,High Risk (Non-Standard),1149.5,1262.89,-113.39,-9.9,0,0.0
DRV-1516,Aggressive Speedster,29,36568.0,20612.0,5.7,5.47,34.8,5.2,6.46,31.6,33.6,High Risk (Non-Standard),1536.51,2257.33,-720.82,-46.9,0,0.0
DRV-1517,Aggressive Speedster,27,47057.0,15754.0,7.58,6.31,28.4,5.2,5.95,26.6,32.4,High Risk (Non-Standard),1810.2,2388.05,-577.85,-31.9,0,0.0
DRV-1518,Safe Commuter,30,21133.0,9270.0,0.7,0.59,1.9,1.2,0.91,4.3,99.3,Elite Safe (Top 15%),1075.83,733.12,342.71,31.9,0,0.0
DRV-1519,Low-Mileage Weekend Driver,42,23963.0,6249.0,1.48,0.74,5.6,2.0,1.09,5.0,93.4,Elite Safe (Top 15%),1167.41,806.64,360.77,30.9,0,0.0
DRV-1520,Safe Commuter,35,32532.0,10631.0,0.41,1.06,4.0,0.8,0.38,4.4,99.0,Elite Safe (Top 15%),1424.04,993.5,430.54,30.2,0,0.0
DRV-1521,Safe Commuter,57,18963.0,9890.0,0.71,0.81,1.7,0.8,0.42,3.7,100.0,Elite Safe (Top 15%),1002.67,682.04,320.63,32.0,0,0.0
DRV-1522,Safe Commuter,35,37140.0,13258.0,0.8,0.55,2.2,1.6,0.68,5.9,98.2,Elite Safe (Top 15%),1552.09,1159.35,392.74,25.3,0,0.0
DRV-1523,Safe Commuter,42,39901.0,9432.0,1.24,0.84,4.5,1.1,0.87,3.4,97.6,Elite Safe (Top 15%),1626.15,1127.06,499.09,30.7,0,0.0
DRV-1524,Safe Commuter,48,19327.0,11171.0,0.54,1.23,4.3,1.7,0.92,4.1,97.1,Elite Safe (Top 15%),1015.14,730.61,284.53,28.0,0,0.0
DRV-1525,Distracted Urbanite,37,34755.0,10168.0,5.25,3.6,16.0,13.6,3.63,10.4,40.5,High Risk (Non-Standard),1486.56,1605.55,-118.99,-8.0,1,6327.08
DRV-1526,Aggressive Speedster,21,35111.0,16867.0,5.46,7.5,22.4,8.0,4.24,22.8,33.6,High Risk (Non-Standard),2020.19,2719.39,-699.2,-34.6,0,0.0
DRV-1527,Aggressive Speedster,26,43811.0,20175.0,8.0,5.42,40.2,6.2,5.05,25.8,30.5,High Risk (Non-Standard),1728.02,2562.99,-834.97,-48.3,1,10203.78
DRV-1528,Safe Commuter,30,36614.0,10483.0,1.13,1.03,3.1,1.1,0.37,5.4,98.6,Elite Safe (Top 15%),1537.77,1073.24,464.53,30.2,0,0.0
DRV-1529,Aggressive Speedster,27,23258.0,21563.0,7.2,7.11,24.6,6.2,5.47,21.2,32.3,High Risk (Non-Standard),1144.97,1732.04,-587.07,-51.3,0,0.0
DRV-1530,Safe Commuter,41,39085.0,9692.0,0.67,0.89,3.3,1.4,0.8,6.4,98.1,Elite Safe (Top 15%),1604.45,1109.52,494.93,30.8,0,0.0
DRV-1531,Distracted Urbanite,31,33800.0,11764.0,4.38,4.06,10.8,7.5,3.36,12.9,54.6,Elevated Risk (Substandard),1459.88,1503.8,-43.92,-3.0,1,5996.54
DRV-1532,Night Shift Worker,42,44519.0,13260.0,1.79,1.81,7.5,3.5,2.06,40.7,77.0,Low Risk (Preferred),1746.12,1579.75,166.37,9.5,0,0.0
DRV-1533,Low-Mileage Weekend Driver,43,33621.0,4509.0,2.14,0.73,3.1,2.0,1.0,8.2,91.6,Elite Safe (Top 15%),1454.85,991.45,463.4,31.9,0,0.0
DRV-1534,Safe Commuter,62,42060.0,13659.0,0.82,0.78,3.6,0.2,0.35,2.1,99.6,Elite Safe (Top 15%),1682.81,1250.5,432.31,25.7,0,0.0
DRV-1535,Low-Mileage Weekend Driver,53,31358.0,4941.0,1.28,1.38,3.3,1.8,1.2,8.1,94.1,Elite Safe (Top 15%),1390.42,940.44,449.98,32.4,0,0.0
DRV-1536,Safe Commuter,47,31678.0,9859.0,0.59,0.84,4.4,1.4,0.24,3.8,98.3,Elite Safe (Top 15%),1399.63,967.25,432.38,30.9,0,0.0
DRV-1537,Aggressive Speedster,30,21508.0,18283.0,5.23,4.61,38.3,9.4,5.95,17.7,31.4,High Risk (Non-Standard),1088.2,1536.27,-448.07,-41.2,0,0.0
DRV-1538,Night Shift Worker,52,34196.0,12302.0,1.5,1.67,4.2,2.1,1.41,46.2,84.6,Low Risk (Preferred),1470.97,1219.32,251.65,17.1,0,0.0
DRV-1539,Safe Commuter,29,47268.0,11023.0,0.85,0.53,2.6,0.7,0.2,5.7,99.4,Elite Safe (Top 15%),1815.47,1273.33,542.14,29.9,0,0.0
DRV-1540,Distracted Urbanite,36,45669.0,14480.0,6.7,4.23,17.9,12.3,4.5,15.3,31.4,High Risk (Non-Standard),1775.31,2280.8,-505.49,-28.5,0,0.0
DRV-1541,Safe Commuter,58,20774.0,13501.0,0.45,0.9,2.1,0.8,0.87,4.2,99.8,Elite Safe (Top 15%),1063.92,786.25,277.67,26.1,0,0.0
DRV-1542,Night Shift Worker,38,47275.0,14906.0,2.43,1.23,4.4,3.2,1.81,63.7,78.9,Low Risk (Preferred),1815.64,1681.31,134.33,7.4,0,0.0
DRV-1543,Low-Mileage Weekend Driver,64,26540.0,6802.0,2.07,1.03,2.6,2.3,0.87,5.2,92.7,Elite Safe (Top 15%),1247.54,872.56,374.98,30.1,0,0.0
DRV-1544,Aggressive Speedster,32,39840.0,18488.0,5.36,7.11,39.1,6.5,4.99,17.8,35.3,High Risk (Non-Standard),1624.53,2249.14,-624.61,-38.4,0,0.0
DRV-1545,Distracted Urbanite,34,19983.0,10698.0,5.44,2.7,10.1,10.8,4.67,17.9,43.2,High Risk (Non-Standard),1037.41,1118.51,-81.1,-7.8,0,0.0
DRV-1546,Distracted Urbanite,23,23978.0,10033.0,5.61,3.13,9.7,10.7,3.92,17.1,43.9,High Risk (Non-Standard),1576.64,1660.65,-84.01,-5.3,0,0.0
DRV-1547,Safe Commuter,59,18073.0,9211.0,1.21,1.15,2.1,1.1,0.57,2.1,98.7,Elite Safe (Top 15%),971.83,665.53,306.3,31.5,0,0.0
DRV-1548,Aggressive Speedster,32,18853.0,19092.0,5.0,6.33,28.6,5.1,6.25,26.0,36.5,High Risk (Non-Standard),998.89,1391.85,-392.96,-39.3,0,0.0
DRV-1549,Low-Mileage Weekend Driver,36,42548.0,5596.0,1.31,1.18,3.7,1.2,1.19,8.8,95.0,Elite Safe (Top 15%),1695.48,1150.28,545.2,32.2,0,0.0
DRV-1550,Distracted Urbanite,21,26180.0,14226.0,4.04,2.63,11.2,14.0,2.84,9.6,52.6,Elevated Risk (Substandard),1669.3,1858.6,-189.3,-11.3,0,0.0
DRV-1551,Aggressive Speedster,24,35963.0,14390.0,5.67,6.24,23.8,5.2,5.5,28.0,34.6,High Risk (Non-Standard),2051.92,2579.29,-527.37,-25.7,1,2435.91
DRV-1552,Safe Commuter,47,26443.0,10357.0,1.07,0.73,2.9,0.8,0.31,2.7,99.7,Elite Safe (Top 15%),1244.58,856.82,387.76,31.2,0,0.0
DRV-1553,Low-Mileage Weekend Driver,42,33770.0,3858.0,1.02,0.87,2.8,2.3,1.11,8.0,95.4,Elite Safe (Top 15%),1459.03,986.14,472.89,32.4,0,0.0
DRV-1554,Night Shift Worker,31,22170.0,13087.0,2.67,1.14,4.7,1.5,1.42,55.7,81.7,Low Risk (Preferred),1109.86,961.3,148.56,13.4,0,0.0
DRV-1555,Aggressive Speedster,27,22271.0,20109.0,5.87,6.48,22.7,8.9,4.4,29.6,29.0,High Risk (Non-Standard),1113.14,1663.82,-550.68,-49.5,0,0.0
DRV-1556,Safe Commuter,36,23891.0,13906.0,0.77,1.09,1.4,0.2,0.59,4.2,99.7,Elite Safe (Top 15%),1165.13,869.63,295.5,25.4,1,5328.39
DRV-1557,Night Shift Worker,54,24162.0,11595.0,1.6,1.08,7.3,3.0,1.94,62.6,80.5,Low Risk (Preferred),1173.7,990.02,183.68,15.6,0,0.0
DRV-1558,Safe Commuter,50,41424.0,9146.0,0.46,1.07,2.0,1.1,0.48,6.3,98.8,Elite Safe (Top 15%),1666.23,1139.66,526.57,31.6,0,0.0
DRV-1559,Low-Mileage Weekend Driver,36,34114.0,3847.0,1.61,0.62,2.9,1.1,0.78,8.4,95.7,Elite Safe (Top 15%),1468.68,991.46,477.22,32.5,0,0.0
DRV-1560,Safe Commuter,41,43042.0,13602.0,1.24,0.83,3.4,0.5,0.74,2.5,98.7,Elite Safe (Top 15%),1708.25,1279.38,428.87,25.1,0,0.0
DRV-1561,Low-Mileage Weekend Driver,64,39142.0,4296.0,0.96,1.78,2.5,1.0,0.64,7.6,97.1,Elite Safe (Top 15%),1605.97,1067.35,538.62,33.5,0,0.0
DRV-1562,Safe Commuter,48,30218.0,11469.0,0.72,0.81,3.6,1.3,0.87,3.1,98.9,Elite Safe (Top 15%),1357.35,966.69,390.66,28.8,0,0.0
DRV-1563,Low-Mileage Weekend Driver,36,29891.0,6632.0,1.92,1.73,3.5,0.8,1.17,7.0,92.6,Elite Safe (Top 15%),1347.79,941.27,406.52,30.2,0,0.0
DRV-1564,Night Shift Worker,31,47256.0,11717.0,1.84,1.71,4.5,3.4,2.17,36.9,79.2,Low Risk (Preferred),1815.17,1552.43,262.74,14.5,0,0.0
DRV-1565,Night Shift Worker,49,41685.0,11614.0,2.54,1.87,5.4,2.9,1.7,43.2,77.2,Low Risk (Preferred),1673.04,1450.7,222.34,13.3,0,0.0
DRV-1566,Low-Mileage Weekend Driver,62,32680.0,5833.0,2.13,1.79,4.0,1.1,0.95,3.7,92.7,Elite Safe (Top 15%),1428.25,985.73,442.52,31.0,0,0.0
DRV-1567,Aggressive Speedster,19,22582.0,14797.0,4.71,4.24,37.6,9.8,4.83,26.5,31.0,High Risk (Non-Standard),1853.32,2406.44,-553.12,-29.8,0,0.0
DRV-1568,Safe Commuter,32,34273.0,12305.0,0.87,0.84,2.6,0.7,0.6,4.5,99.8,Elite Safe (Top 15%),1473.12,1059.94,413.18,28.0,0,0.0
DRV-1569,Low-Mileage Weekend Driver,33,31790.0,6834.0,0.84,1.12,5.7,1.5,0.81,5.3,96.4,Elite Safe (Top 15%),1402.84,956.55,446.29,31.8,0,0.0
DRV-1570,Night Shift Worker,43,32717.0,15424.0,1.46,1.52,5.6,2.3,1.92,52.1,82.7,Low Risk (Preferred),1429.3,1296.14,133.16,9.3,0,0.0
DRV-1571,Low-Mileage Weekend Driver,62,28583.0,5166.0,2.0,1.21,3.6,1.6,1.47,6.7,91.7,Elite Safe (Top 15%),1309.15,900.26,408.89,31.2,0,0.0
DRV-1572,Safe Commuter,29,29417.0,11952.0,0.44,0.73,3.8,1.1,0.81,5.1,98.8,Elite Safe (Top 15%),1333.86,961.55,372.31,27.9,0,0.0
DRV-1573,Aggressive Speedster,25,27147.0,16810.0,7.14,4.87,36.9,7.6,6.26,16.1,31.7,High Risk (Non-Standard),1266.02,1721.86,-455.84,-36.0,0,0.0
DRV-1574,Safe Commuter,48,18667.0,9187.0,1.02,0.78,2.8,0.9,0.22,4.3,99.8,Elite Safe (Top 15%),992.47,672.98,319.49,32.2,0,0.0
DRV-1575,Night Shift Worker,44,28186.0,13863.0,2.49,1.12,7.4,2.2,1.6,57.9,78.9,Low Risk (Preferred),1297.3,1172.19,125.11,9.6,0,0.0
DRV-1576,Low-Mileage Weekend Driver,59,26920.0,4206.0,1.69,1.77,2.3,2.2,0.71,4.6,93.3,Elite Safe (Top 15%),1259.13,854.41,404.72,32.1,0,0.0
DRV-1577,Distracted Urbanite,23,28419.0,13589.0,5.41,3.86,10.7,11.5,3.83,12.3,43.0,High Risk (Non-Standard),1760.76,2056.06,-295.3,-16.8,1,8090.31
DRV-1578,Low-Mileage Weekend Driver,51,23418.0,5015.0,1.56,0.84,3.6,1.9,0.95,7.6,94.0,Elite Safe (Top 15%),1150.08,779.11,370.97,32.3,1,5903.59
DRV-1579,Aggressive Speedster,28,43583.0,17994.0,7.14,6.88,43.6,5.6,5.52,28.8,31.6,High Risk (Non-Standard),1722.17,2411.68,-689.51,-40.0,0,0.0
DRV-1580,Aggressive Speedster,30,31062.0,19014.0,6.59,5.27,25.4,4.9,5.65,20.1,34.8,High Risk (Non-Standard),1381.88,1942.9,-561.02,-40.6,0,0.0
DRV-1581,Distracted Urbanite,23,25155.0,13170.0,6.29,3.11,10.9,8.3,4.22,10.4,47.8,Elevated Risk (Substandard),1626.52,1820.61,-194.09,-11.9,0,0.0
DRV-1582,Safe Commuter,47,25752.0,11321.0,0.92,0.79,3.3,0.3,0.33,2.7,99.8,Elite Safe (Top 15%),1223.34,860.6,362.74,29.7,0,0.0
DRV-1583,Night Shift Worker,35,26939.0,14221.0,1.27,1.87,7.9,1.6,2.08,44.4,82.1,Low Risk (Preferred),1259.7,1116.97,142.73,11.3,1,13832.86
DRV-1584,Aggressive Speedster,29,45988.0,19259.0,4.86,7.3,38.7,4.8,4.1,27.5,39.4,High Risk (Non-Standard),1783.36,2448.25,-664.89,-37.3,0,0.0
DRV-1585,Distracted Urbanite,37,29699.0,11259.0,6.42,3.05,9.2,13.5,3.32,13.8,42.9,High Risk (Non-Standard),1342.15,1472.8,-130.65,-9.7,0,0.0
DRV-1586,Safe Commuter,55,34004.0,10090.0,0.42,0.59,2.0,0.9,0.89,2.3,99.8,Elite Safe (Top 15%),1465.6,1001.62,463.98,31.7,0,0.0
DRV-1587,Safe Commuter,62,42641.0,11119.0,1.05,1.27,4.1,1.7,0.49,5.6,96.6,Elite Safe (Top 15%),1697.88,1226.35,471.53,27.8,1,15102.52
